,Suburb,Rooms,Type,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Price
2754,Camberwell,6,h,7.8,,,,,,,Southern Metropolitan,2800000.0
2755,Camberwell,2,h,7.8,3.0,2.0,2.0,259.0,,,Southern Metropolitan,1185000.0
2757,Camberwell,3,h,7.8,3.0,1.0,2.0,635.0,130.0,1920.0,Southern Metropolitan,2177000.0
2758,Camberwell,2,h,7.8,,,,,,,Southern Metropolitan,840000.0
2761,Camberwell,3,h,7.8,3.0,1.0,1.0,891.0,,,Southern Metropolitan,2155000.0
2762,Camberwell,3,h,7.8,,,,,,,Southern Metropolitan,1865000.0
2763,Camberwell,3,h,7.8,3.0,2.0,4.0,877.0,146.0,1960.0,Southern Metropolitan,3400000.0
2764,Camberwell,2,h,7.8,2.0,1.0,2.0,400.0,,,Southern Metropolitan,1470000.0
2765,Camberwell,4,h,7.8,,,,,,,Southern Metropolitan,2800000.0
2766,Camberwell,5,h,7.8,,,,,,,Southern Metropolitan,2300000.0
2767,Camberwell,5,h,7.8,,,,,,,Southern Metropolitan,2010000.0
2768,Camberwell,2,u,7.8,2.0,1.0,1.0,166.0,,1969.0,Southern Metropolitan,820000.0
2769,Camberwell,3,h,7.8,3.0,1.0,2.0,692.0,164.0,1940.0,Southern Metropolitan,2105000.0
2771,Camberwell,3,t,7.8,3.0,2.0,2.0,283.0,160.0,1990.0,Southern Metropolitan,1625000.0
2772,Camberwell,3,h,7.8,3.0,2.0,3.0,780.0,,,Southern Metropolitan,1750000.0
2773,Camberwell,5,h,7.8,,,,,,,Southern Metropolitan,2725000.0
2775,Camberwell,3,h,7.8,3.0,3.0,2.0,417.0,220.0,2016.0,Southern Metropolitan,3300000.0
2778,Camberwell,2,u,7.8,2.0,1.0,1.0,83.0,81.0,1960.0,Southern Metropolitan,667000.0
2779,Camberwell,5,h,7.8,5.0,3.0,2.0,805.0,,,Southern Metropolitan,2800000.0
2781,Camberwell,2,h,7.8,2.0,1.0,1.0,246.0,,,Southern Metropolitan,1175000.0
2782,Camberwell,2,t,7.8,2.0,2.0,1.0,103.0,,,Southern Metropolitan,775000.0
2783,Camberwell,3,h,7.8,3.0,2.0,2.0,850.0,,,Southern Metropolitan,2220000.0
2786,Camberwell,4,h,7.8,4.0,1.0,4.0,772.0,145.0,1920.0,Southern Metropolitan,2015000.0
2787,Camberwell,2,u,7.8,2.0,1.0,1.0,631.0,75.0,1970.0,Southern Metropolitan,700000.0
2788,Camberwell,3,h,7.8,3.0,1.0,1.0,970.0,,,Southern Metropolitan,1700000.0
2789,Camberwell,4,h,7.8,4.0,3.0,1.0,632.0,270.0,1890.0,Southern Metropolitan,3225000.0
2790,Camberwell,2,u,7.8,2.0,1.0,1.0,0.0,,,Southern Metropolitan,810000.0
2791,Camberwell,5,h,7.8,5.0,4.0,2.0,741.0,407.0,2009.0,Southern Metropolitan,3320000.0
2792,Camberwell,4,h,7.8,,,,,,,Southern Metropolitan,3710000.0
2794,Camberwell,5,h,7.8,4.0,3.0,2.0,603.0,282.0,1980.0,Southern Metropolitan,2125000.0
2796,Camberwell,4,h,7.8,,,,,,,Southern Metropolitan,3250000.0
2797,Camberwell,4,h,7.8,4.0,2.0,2.0,686.0,210.0,1960.0,Southern Metropolitan,2030000.0
2798,Camberwell,4,h,7.8,4.0,3.0,1.0,0.0,257.0,1912.0,Southern Metropolitan,2750000.0
2800,Camberwell,4,h,7.8,4.0,3.0,4.0,697.0,271.0,1980.0,Southern Metropolitan,2000000.0
2801,Camberwell,2,h,7.8,2.0,1.0,1.0,95.0,,1960.0,Southern Metropolitan,706000.0
2802,Camberwell,5,h,7.8,5.0,5.0,1.0,639.0,453.0,2010.0,Southern Metropolitan,2250000.0
2803,Camberwell,5,h,7.8,4.0,2.0,2.0,643.0,363.0,2005.0,Southern Metropolitan,2740000.0
2808,Camberwell,4,h,7.8,,,,,,,Southern Metropolitan,1500000.0
2811,Canterbury,4,h,9.0,4.0,2.0,2.0,687.0,215.0,1935.0,Southern Metropolitan,2950000.0
2814,Canterbury,3,h,9.0,3.0,1.0,1.0,459.0,130.0,1920.0,Southern Metropolitan,1587500.0
2817,Canterbury,4,t,9.0,4.0,2.0,4.0,318.0,232.0,,Southern Metropolitan,1550000.0
2820,Canterbury,2,h,9.0,2.0,1.0,1.0,543.0,,,Southern Metropolitan,765000.0
2822,Canterbury,3,u,9.0,,,,,,,Southern Metropolitan,2130000.0
2824,Canterbury,2,u,9.0,2.0,1.0,1.0,110.0,83.0,1960.0,Southern Metropolitan,830000.0
2826,Canterbury,3,h,9.0,,,,,,,Southern Metropolitan,4110000.0
2827,Canterbury,4,h,9.0,4.0,2.0,1.0,653.0,229.0,1910.0,Southern Metropolitan,2375000.0
2828,Canterbury,5,h,9.0,5.0,2.0,2.0,795.0,297.0,1910.0,Southern Metropolitan,2900000.0
2830,Canterbury,3,h,9.0,3.0,3.0,2.0,468.0,148.0,1890.0,Southern Metropolitan,2200000.0
2831,Canterbury,4,h,9.0,4.0,1.0,1.0,717.0,235.0,1890.0,Southern Metropolitan,2620000.0
2832,Canterbury,2,h,9.0,2.0,1.0,1.0,342.0,104.0,1945.0,Southern Metropolitan,1305000.0
2833,Canterbury,4,h,9.0,4.0,3.0,3.0,788.0,,,Southern Metropolitan,4350000.0
2834,Canterbury,3,h,9.0,3.0,2.0,1.0,145.0,140.0,1998.0,Southern Metropolitan,928000.0
2836,Canterbury,5,h,9.0,5.0,3.0,4.0,645.0,222.0,2005.0,Southern Metropolitan,2930000.0
2837,Canterbury,4,h,9.0,4.0,2.0,3.0,812.0,173.0,1927.0,Southern Metropolitan,2950000.0
2839,Canterbury,4,h,9.0,4.0,1.0,1.0,858.0,,,Southern Metropolitan,3800000.0
2840,Canterbury,2,u,9.0,2.0,1.0,1.0,0.0,92.0,1965.0,Southern Metropolitan,722000.0
2843,Canterbury,5,h,9.0,5.0,2.0,4.0,838.0,282.0,1910.0,Southern Metropolitan,2350000.0
2844,Canterbury,3,t,9.0,3.0,2.0,2.0,387.0,,,Southern Metropolitan,1680000.0
2845,Canterbury,3,h,9.0,3.0,3.0,2.0,352.0,207.0,1997.0,Southern Metropolitan,1640000.0
2847,Canterbury,3,h,9.0,3.0,2.0,1.0,325.0,197.0,1910.0,Southern Metropolitan,1680000.0
2848,Canterbury,5,h,9.0,5.0,4.0,4.0,684.0,427.0,2013.0,Southern Metropolitan,3550000.0
2849,Canterbury,3,h,9.0,2.0,1.0,1.0,444.0,,1910.0,Southern Metropolitan,1385000.0
2850,Canterbury,4,h,9.0,4.0,1.0,4.0,845.0,411.0,2008.0,Southern Metropolitan,3400000.0
2851,Canterbury,5,h,9.0,,,,,,,Southern Metropolitan,4500000.0
2854,Canterbury,2,u,9.0,2.0,1.0,1.0,118.0,,,Southern Metropolitan,690500.0
2857,Canterbury,3,h,9.0,3.0,2.0,2.0,361.0,216.0,1995.0,Southern Metropolitan,1850000.0
2858,Canterbury,2,u,9.0,2.0,1.0,2.0,132.0,,,Southern Metropolitan,736000.0
2859,Canterbury,3,t,9.0,3.0,2.0,2.0,0.0,,,Southern Metropolitan,1843000.0
2860,Canterbury,2,u,9.0,2.0,1.0,1.0,122.0,,,Southern Metropolitan,685000.0
2862,Canterbury,2,h,9.0,2.0,1.0,3.0,716.0,,,Southern Metropolitan,1800000.0
2863,Canterbury,3,h,9.0,3.0,2.0,2.0,316.0,,1986.0,Southern Metropolitan,1800000.0
2864,Canterbury,4,h,9.0,4.0,2.0,2.0,796.0,276.0,2012.0,Southern Metropolitan,3145000.0
2867,Canterbury,4,t,9.0,4.0,2.0,2.0,780.0,,,Southern Metropolitan,1742000.0
2869,Canterbury,5,h,9.0,,,,,,,Southern Metropolitan,5110000.0
2870,Canterbury,5,h,9.0,,,,,,,Southern Metropolitan,2750000.0
2872,Canterbury,4,t,9.0,3.0,2.0,2.0,278.0,,,Southern Metropolitan,1420000.0
2874,Canterbury,2,u,9.0,2.0,1.0,2.0,0.0,,,Southern Metropolitan,1016000.0
2875,Carlton North,3,h,3.2,3.0,1.0,1.0,314.0,,1900.0,Northern Metropolitan,1330000.0
2876,Carlton North,3,h,3.2,3.0,1.0,0.0,169.0,,,Northern Metropolitan,1540000.0
2877,Carlton North,4,h,3.2,4.0,3.0,0.0,122.0,130.0,1890.0,Northern Metropolitan,1425000.0
2878,Carlton North,2,h,3.2,2.0,1.0,1.0,210.0,,,Northern Metropolitan,1725000.0
2880,Carlton North,3,h,3.2,3.0,1.0,0.0,203.0,,,Northern Metropolitan,1280000.0
2882,Carlton North,3,h,3.2,3.0,1.0,2.0,499.0,164.0,1910.0,Northern Metropolitan,2950000.0
2883,Carlton North,4,h,3.2,3.0,1.0,0.0,418.0,163.0,1920.0,Northern Metropolitan,2175000.0
2884,Carlton North,3,h,3.2,,,,,,,Northern Metropolitan,1555000.0
2885,Carlton North,2,t,3.2,2.0,1.0,1.0,1031.0,,1970.0,Northern Metropolitan,765000.0
2887,Carlton North,2,h,3.2,2.0,1.0,1.0,73.0,104.0,2009.0,Northern Metropolitan,800000.0
2888,Carlton North,2,h,3.2,2.0,1.0,0.0,133.0,,,Northern Metropolitan,1301000.0
2891,Carlton North,4,h,3.2,4.0,2.0,0.0,538.0,142.0,2015.0,Northern Metropolitan,2718000.0
2892,Carlton North,1,u,3.2,1.0,1.0,1.0,861.0,,1970.0,Northern Metropolitan,468000.0
2893,Carlton North,2,h,3.2,1.0,2.0,0.0,413.0,172.0,1900.0,Northern Metropolitan,2400000.0
2894,Carlton North,3,h,3.2,2.0,2.0,1.0,190.0,,,Northern Metropolitan,2210000.0
2895,Carlton North,2,h,3.2,2.0,1.0,0.0,116.0,,,Northern Metropolitan,1330000.0
2896,Carlton North,4,h,3.2,4.0,2.0,2.0,504.0,168.0,1890.0,Northern Metropolitan,2520000.0
2897,Carlton North,3,h,3.2,3.0,3.0,1.0,144.0,,,Northern Metropolitan,1214000.0
2898,Carlton North,3,h,3.2,3.0,2.0,1.0,163.0,135.0,,Northern Metropolitan,1955000.0
2900,Carlton North,1,u,3.2,1.0,1.0,1.0,0.0,,1970.0,Northern Metropolitan,390000.0
2901,Carlton North,1,h,3.2,1.0,1.0,0.0,93.0,,,Northern Metropolitan,885000.0
2902,Carlton North,3,h,3.2,3.0,2.0,0.0,84.0,148.0,1970.0,Northern Metropolitan,2050000.0
2903,Carlton North,2,h,3.2,3.0,1.0,1.0,100.0,,,Northern Metropolitan,910000.0
2904,Carlton North,2,h,3.2,2.0,1.0,0.0,142.0,,,Northern Metropolitan,880000.0
2905,Carlton North,4,h,3.2,4.0,2.0,2.0,207.0,162.0,1900.0,Northern Metropolitan,1950000.0
2906,Carlton North,3,h,3.2,3.0,1.0,1.0,131.0,,,Northern Metropolitan,1280000.0
2907,Carlton North,1,u,3.2,1.0,1.0,1.0,0.0,56.0,1970.0,Northern Metropolitan,437000.0
2909,Carlton North,2,h,3.2,2.0,1.0,2.0,373.0,,,Northern Metropolitan,1150000.0
2910,Carlton North,2,u,3.2,2.0,1.0,1.0,0.0,86.0,1940.0,Northern Metropolitan,520000.0
2912,Carlton North,4,u,3.2,,,,,,,Northern Metropolitan,1560000.0
2913,Carlton North,2,h,3.2,,,,,,,Northern Metropolitan,1678000.0
2915,Carlton North,2,u,3.2,2.0,1.0,1.0,0.0,76.0,1975.0,Northern Metropolitan,570000.0
2917,Carnegie,3,u,11.4,3.0,1.0,2.0,0.0,96.0,1989.0,Southern Metropolitan,820000.0
2918,Carnegie,2,t,11.4,2.0,2.0,1.0,133.0,104.0,2009.0,Southern Metropolitan,795000.0
2921,Carnegie,2,u,11.4,2.0,1.0,1.0,73.0,61.0,1970.0,Southern Metropolitan,600000.0
2922,Carnegie,3,h,11.4,3.0,1.0,2.0,425.0,166.0,1960.0,Southern Metropolitan,1295000.0
2923,Carnegie,4,h,11.4,4.0,2.0,0.0,365.0,,1919.0,Southern Metropolitan,1275000.0
2924,Carnegie,3,h,11.4,3.0,1.0,1.0,808.0,,,Southern Metropolitan,1620000.0
2925,Carnegie,2,u,11.4,2.0,1.0,1.0,0.0,69.0,1970.0,Southern Metropolitan,510000.0
2926,Carnegie,4,h,11.4,,,,,,,Southern Metropolitan,1647000.0
2927,Carnegie,1,u,11.4,1.0,1.0,1.0,0.0,,,Southern Metropolitan,255000.0
2928,Carnegie,2,h,11.4,2.0,1.0,1.0,282.0,111.0,,Southern Metropolitan,890000.0
2929,Carnegie,1,u,11.4,1.0,1.0,1.0,60.0,48.0,1970.0,Southern Metropolitan,346000.0
2930,Carnegie,3,t,11.4,3.0,2.0,1.0,1113.0,113.0,1990.0,Southern Metropolitan,860000.0
2931,Carnegie,2,u,11.4,2.0,1.0,1.0,898.0,,1970.0,Southern Metropolitan,586000.0
2932,Carnegie,2,u,11.4,2.0,1.0,2.0,0.0,100.0,1973.0,Southern Metropolitan,772000.0
2933,Carnegie,4,h,11.4,4.0,2.0,2.0,561.0,204.0,1925.0,Southern Metropolitan,1506000.0
2934,Carnegie,3,t,11.4,3.0,2.0,1.0,0.0,107.0,1990.0,Southern Metropolitan,675000.0
2935,Carnegie,2,u,11.4,2.0,1.0,2.0,0.0,67.0,2009.0,Southern Metropolitan,525000.0
2936,Carnegie,1,u,11.4,1.0,1.0,1.0,0.0,50.0,1960.0,Southern Metropolitan,290000.0
2937,Carnegie,1,u,11.4,1.0,1.0,1.0,0.0,,,Southern Metropolitan,363000.0
2938,Carnegie,2,u,11.4,2.0,1.0,1.0,0.0,70.0,1970.0,Southern Metropolitan,360000.0
2939,Carnegie,2,h,11.4,3.0,1.0,2.0,299.0,115.0,1930.0,Southern Metropolitan,967500.0
2940,Carnegie,2,h,11.4,1.0,2.0,2.0,265.0,,1920.0,Southern Metropolitan,1350000.0
2941,Carnegie,2,u,11.4,2.0,1.0,1.0,0.0,,,Southern Metropolitan,516000.0
2942,Carnegie,1,u,11.4,1.0,1.0,1.0,0.0,33.0,1970.0,Southern Metropolitan,330000.0
2943,Carnegie,3,h,11.4,4.0,2.0,2.0,751.0,40.0,1923.0,Southern Metropolitan,1600000.0
2945,Carnegie,3,h,11.4,2.0,1.0,2.0,461.0,,,Southern Metropolitan,1170000.0
2946,Carnegie,1,u,11.4,1.0,1.0,1.0,0.0,,1968.0,Southern Metropolitan,260000.0
2948,Carnegie,3,u,11.4,3.0,2.0,1.0,300.0,130.0,1990.0,Southern Metropolitan,1008000.0
2949,Carnegie,2,u,11.4,2.0,1.0,1.0,78.0,,,Southern Metropolitan,625000.0
2950,Carnegie,2,t,11.4,2.0,2.0,1.0,106.0,,,Southern Metropolitan,700000.0
2952,Carnegie,2,u,11.4,,,,,,,Southern Metropolitan,889500.0
2953,Carnegie,4,h,11.4,,,,,,,Southern Metropolitan,1400000.0
2954,Carnegie,3,h,11.4,,,,,,,Southern Metropolitan,1185000.0
2955,Carnegie,2,u,11.4,2.0,1.0,1.0,109.0,,,Southern Metropolitan,545000.0
2956,Carnegie,3,u,11.4,3.0,1.0,2.0,0.0,170.0,1925.0,Southern Metropolitan,1170000.0
2957,Carnegie,4,h,11.4,,,,,,,Southern Metropolitan,1705000.0
2958,Carnegie,4,h,11.4,3.0,2.0,2.0,687.0,237.0,1983.0,Southern Metropolitan,1830000.0
2959,Carnegie,1,u,11.4,1.0,1.0,1.0,0.0,34.0,1960.0,Southern Metropolitan,250000.0
2960,Carnegie,2,t,11.4,2.0,2.0,1.0,166.0,170.0,2009.0,Southern Metropolitan,930000.0
2962,Carnegie,2,u,11.4,,,,,,,Southern Metropolitan,576800.0
2963,Carnegie,2,u,11.4,2.0,1.0,1.0,0.0,56.0,1970.0,Southern Metropolitan,465000.0
2964,Carnegie,2,u,11.4,,,,,,,Southern Metropolitan,757500.0
2966,Carnegie,3,h,11.4,3.0,2.0,2.0,721.0,,,Southern Metropolitan,1646000.0
2967,Carnegie,2,u,11.4,2.0,1.0,1.0,0.0,,,Southern Metropolitan,460000.0
2968,Carnegie,2,u,11.4,,,,,,,Southern Metropolitan,620000.0
2969,Carnegie,3,u,11.4,,,,,,,Southern Metropolitan,1105000.0
2970,Carnegie,4,h,11.4,4.0,2.0,2.0,757.0,133.0,1930.0,Southern Metropolitan,1550000.0
2971,Carnegie,2,t,11.4,2.0,1.0,1.0,144.0,96.0,2000.0,Southern Metropolitan,707000.0
2972,Carnegie,2,u,11.4,2.0,2.0,1.0,0.0,86.0,1993.0,Southern Metropolitan,804000.0
2974,Carnegie,3,h,11.4,3.0,2.0,1.0,588.0,,,Southern Metropolitan,1200000.0
2976,Carnegie,4,h,11.4,3.0,2.0,1.0,598.0,201.0,1970.0,Southern Metropolitan,1501000.0
2977,Carnegie,3,h,11.4,3.0,1.0,1.0,586.0,,,Southern Metropolitan,950000.0
2978,Carnegie,3,t,11.4,3.0,2.0,2.0,325.0,223.0,2005.0,Southern Metropolitan,970000.0
2980,Carnegie,1,u,11.4,1.0,1.0,1.0,0.0,,,Southern Metropolitan,345000.0
2981,Carnegie,2,h,11.4,2.0,1.0,1.0,211.0,102.0,2002.0,Southern Metropolitan,817500.0
2983,Carnegie,4,h,11.4,4.0,2.0,2.0,557.0,200.0,1938.0,Southern Metropolitan,1450000.0
2984,Carnegie,3,h,11.4,3.0,2.0,1.0,390.0,,,Southern Metropolitan,1000000.0
2985,Carnegie,2,t,11.4,2.0,1.0,1.0,158.0,106.0,1994.0,Southern Metropolitan,855000.0
2986,Carnegie,2,h,11.4,2.0,1.0,1.0,0.0,90.0,1968.0,Southern Metropolitan,675000.0
2988,Carnegie,2,u,11.4,2.0,1.0,1.0,133.0,71.0,2011.0,Southern Metropolitan,588000.0
2989,Carnegie,2,u,11.4,2.0,1.0,1.0,0.0,73.0,1970.0,Southern Metropolitan,455000.0
2990,Carnegie,3,u,11.4,3.0,1.0,2.0,0.0,,,Southern Metropolitan,602500.0
2991,Carnegie,2,u,11.4,4.0,2.0,1.0,0.0,,,Southern Metropolitan,662000.0
2992,Carnegie,3,h,11.4,3.0,2.0,2.0,554.0,,,Southern Metropolitan,1420000.0
2993,Carnegie,3,u,11.4,3.0,2.0,1.0,283.0,250.0,2005.0,Southern Metropolitan,920000.0
2994,Carnegie,2,u,11.4,,,,,,,Southern Metropolitan,400000.0
2995,Carnegie,2,u,11.4,,,,,,,Southern Metropolitan,706000.0
2996,Carnegie,4,h,11.4,,,,,,,Southern Metropolitan,1450000.0
2997,Carnegie,3,h,11.4,3.0,1.0,1.0,620.0,,,Southern Metropolitan,1287000.0
3000,Carnegie,2,u,11.4,,,,,,,Southern Metropolitan,650000.0
3001,Carnegie,2,u,11.4,2.0,1.0,1.0,103.0,82.0,1970.0,Southern Metropolitan,656000.0
3002,Carnegie,2,h,11.4,2.0,1.0,1.0,264.0,110.0,1930.0,Southern Metropolitan,930000.0
3003,Carnegie,2,u,11.4,,,,,,,Southern Metropolitan,702000.0
3004,Carnegie,2,u,11.4,2.0,1.0,1.0,0.0,64.0,1970.0,Southern Metropolitan,415000.0
3005,Carnegie,2,u,11.4,2.0,1.0,1.0,174.0,80.0,1975.0,Southern Metropolitan,650000.0
3006,Carnegie,3,h,11.4,3.0,2.0,2.0,282.0,182.0,2010.0,Southern Metropolitan,1360000.0
3007,Carnegie,2,u,11.4,2.0,1.0,1.0,0.0,,,Southern Metropolitan,380000.0
3009,Carnegie,2,u,11.4,2.0,1.0,1.0,134.0,,1965.0,Southern Metropolitan,765000.0
3010,Carnegie,4,h,11.4,4.0,3.0,4.0,838.0,,,Southern Metropolitan,1423000.0
3011,Carnegie,5,h,11.4,5.0,3.0,1.0,564.0,,1930.0,Southern Metropolitan,1900000.0
3012,Carnegie,2,h,11.4,2.0,1.0,2.0,316.0,2.0,,Southern Metropolitan,907000.0
3013,Carnegie,1,u,11.4,1.0,1.0,1.0,0.0,53.0,1980.0,Southern Metropolitan,350000.0
3014,Carnegie,3,h,11.4,3.0,2.0,2.0,603.0,166.0,1945.0,Southern Metropolitan,1430000.0
3016,Carnegie,2,u,11.4,2.0,1.0,1.0,333.0,,,Southern Metropolitan,983500.0
3017,Carnegie,3,h,11.4,3.0,2.0,1.0,371.0,167.0,1915.0,Southern Metropolitan,1490000.0
3018,Carnegie,2,u,11.4,2.0,2.0,1.0,0.0,,2014.0,Southern Metropolitan,572000.0
3019,Carnegie,3,h,11.4,3.0,2.0,2.0,0.0,,,Southern Metropolitan,990000.0
3020,Carnegie,4,t,11.4,4.0,3.0,2.0,305.0,,1996.0,Southern Metropolitan,1100000.0
3021,Carnegie,3,h,11.4,3.0,1.0,1.0,604.0,120.0,1925.0,Southern Metropolitan,1125000.0
3022,Carnegie,2,u,11.4,2.0,1.0,1.0,132.0,,1970.0,Southern Metropolitan,601000.0
3023,Carnegie,4,h,11.4,4.0,3.0,3.0,650.0,,,Southern Metropolitan,1410000.0
3024,Carnegie,4,t,11.4,,,,,,,Southern Metropolitan,1205000.0
3025,Carnegie,2,u,11.4,2.0,1.0,1.0,967.0,72.0,1970.0,Southern Metropolitan,405000.0
3026,Carnegie,4,h,11.4,4.0,2.0,2.0,595.0,221.0,1915.0,Southern Metropolitan,1655000.0
3027,Carnegie,3,h,11.4,3.0,1.0,1.0,720.0,,,Southern Metropolitan,1910000.0
3028,Carnegie,3,t,11.4,3.0,1.0,1.0,111.0,116.0,1998.0,Southern Metropolitan,808000.0
3029,Carnegie,3,h,11.4,3.0,1.0,1.0,376.0,,,Southern Metropolitan,1252000.0
3030,Carnegie,2,u,11.4,2.0,1.0,1.0,0.0,68.0,1950.0,Southern Metropolitan,370000.0
3031,Carnegie,4,h,11.4,3.0,2.0,3.0,932.0,270.0,1970.0,Southern Metropolitan,1880000.0
3032,Carnegie,2,h,11.4,2.0,1.0,2.0,543.0,544.0,,Southern Metropolitan,896000.0
3033,Carnegie,4,t,11.4,,,,,,,Southern Metropolitan,1200000.0
3034,Carnegie,5,h,11.4,4.0,2.0,2.0,366.0,,,Southern Metropolitan,1802100.0
3035,Carnegie,2,u,11.4,2.0,1.0,1.0,108.0,67.0,1970.0,Southern Metropolitan,585000.0
3036,Carnegie,2,u,11.4,,,,,,,Southern Metropolitan,470000.0
3037,Carnegie,2,u,11.4,2.0,1.0,1.0,0.0,72.0,1970.0,Southern Metropolitan,450000.0
3038,Carnegie,2,u,11.4,2.0,1.0,1.0,165.0,,1990.0,Southern Metropolitan,737000.0
3039,Carnegie,3,t,11.4,3.0,1.0,2.0,277.0,135.0,1978.0,Southern Metropolitan,860000.0
3040,Carnegie,2,u,11.4,2.0,1.0,1.0,0.0,70.0,1973.0,Southern Metropolitan,605000.0
3041,Carnegie,2,u,11.4,,,,,,,Southern Metropolitan,492000.0
3042,Carnegie,2,h,11.4,2.0,1.0,1.0,640.0,,1900.0,Southern Metropolitan,1300000.0
3043,Carnegie,4,h,11.4,3.0,3.0,2.0,454.0,275.0,2000.0,Southern Metropolitan,1518000.0
3045,Carnegie,2,u,11.4,2.0,1.0,1.0,99.0,98.0,1965.0,Southern Metropolitan,632500.0
3046,Carnegie,2,u,11.4,2.0,1.0,1.0,0.0,60.0,1980.0,Southern Metropolitan,435000.0
3047,Carnegie,3,t,11.4,,,,,,,Southern Metropolitan,1190000.0
3048,Carnegie,3,h,11.4,,,,,,,Southern Metropolitan,1516000.0
3050,Carnegie,2,u,11.4,2.0,1.0,1.0,912.0,75.0,2008.0,Southern Metropolitan,468250.0
3051,Carnegie,3,h,11.4,2.0,2.0,1.0,817.0,130.0,1925.0,Southern Metropolitan,1716000.0
3052,Carnegie,1,u,11.4,1.0,1.0,1.0,0.0,,1968.0,Southern Metropolitan,270000.0
3053,Carnegie,1,u,11.4,1.0,1.0,1.0,0.0,48.0,1960.0,Southern Metropolitan,365000.0
3054,Carnegie,1,u,11.4,1.0,1.0,1.0,0.0,,,Southern Metropolitan,340000.0
3055,Caulfield,2,u,8.9,2.0,1.0,1.0,0.0,100.0,1960.0,Southern Metropolitan,722500.0
3056,Caulfield,4,t,8.9,4.0,3.0,2.0,812.0,,,Southern Metropolitan,1600000.0
3057,Caulfield,5,h,8.9,5.0,2.0,2.0,593.0,,,Southern Metropolitan,1665000.0
3059,Caulfield,1,u,8.9,1.0,1.0,1.0,820.0,,,Southern Metropolitan,323000.0
3060,Caulfield,2,u,8.9,2.0,1.0,1.0,806.0,78.0,1960.0,Southern Metropolitan,550000.0
3061,Caulfield,4,h,8.9,,,,,,,Southern Metropolitan,1220000.0
3062,Caulfield,2,u,8.9,2.0,2.0,1.0,0.0,,,Southern Metropolitan,638000.0
3063,Caulfield,4,h,8.9,4.0,1.0,2.0,499.0,155.0,1920.0,Southern Metropolitan,131000.0
3065,Caulfield,3,h,8.9,2.0,1.0,2.0,275.0,,,Southern Metropolitan,1090000.0
3066,Caulfield North,3,h,8.1,3.0,1.0,0.0,513.0,,,Southern Metropolitan,1365000.0
3067,Caulfield North,3,h,8.1,3.0,2.0,2.0,692.0,313.0,1955.0,Southern Metropolitan,1750000.0
3069,Caulfield North,2,u,8.1,2.0,1.0,1.0,934.0,68.0,2012.0,Southern Metropolitan,580000.0
3071,Caulfield North,3,h,8.1,4.0,2.0,3.0,361.0,237.0,2014.0,Southern Metropolitan,2005000.0
3072,Caulfield North,2,u,8.1,2.0,1.0,1.0,0.0,,1960.0,Southern Metropolitan,523000.0
3073,Caulfield North,2,u,8.1,2.0,1.0,1.0,0.0,56.0,2012.0,Southern Metropolitan,420000.0
3074,Caulfield North,1,u,8.1,,,,,,,Southern Metropolitan,310000.0
3075,Caulfield North,1,u,8.1,1.0,1.0,1.0,952.0,43.0,1970.0,Southern Metropolitan,290000.0
3076,Caulfield North,2,u,8.1,2.0,1.0,1.0,0.0,,,Southern Metropolitan,608000.0
3078,Caulfield North,2,u,8.1,2.0,1.0,1.0,0.0,67.0,,Southern Metropolitan,570000.0
3079,Caulfield North,2,u,8.1,2.0,1.0,1.0,0.0,,,Southern Metropolitan,520500.0
3080,Caulfield North,3,h,8.1,3.0,1.0,0.0,270.0,139.0,1910.0,Southern Metropolitan,1400000.0
3081,Caulfield North,4,h,8.1,4.0,2.0,2.0,723.0,,,Southern Metropolitan,2830000.0
3082,Caulfield North,2,u,8.1,2.0,2.0,2.0,0.0,,2011.0,Southern Metropolitan,722000.0
3084,Caulfield North,2,u,8.1,2.0,1.0,1.0,1092.0,63.0,2014.0,Southern Metropolitan,450000.0
3085,Caulfield North,2,u,8.1,,,,,,,Southern Metropolitan,535000.0
3086,Caulfield North,2,u,8.1,,,,,,,Southern Metropolitan,540000.0
3087,Caulfield North,3,t,8.1,,,,,,,Southern Metropolitan,1610000.0
3089,Caulfield North,3,h,8.1,3.0,2.0,1.0,339.0,,,Southern Metropolitan,1870000.0
3090,Caulfield North,2,u,8.1,2.0,2.0,1.0,934.0,,,Southern Metropolitan,622000.0
3091,Caulfield North,2,u,8.1,2.0,1.0,1.0,771.0,82.0,1960.0,Southern Metropolitan,536000.0
3092,Caulfield North,4,h,8.1,4.0,2.0,3.0,836.0,,1910.0,Southern Metropolitan,2625000.0
3093,Caulfield North,2,u,8.1,,,,,,,Southern Metropolitan,576000.0
3094,Caulfield North,2,u,8.1,2.0,1.0,2.0,0.0,,,Southern Metropolitan,570000.0
3095,Caulfield North,2,u,8.1,2.0,1.0,1.0,0.0,67.0,2011.0,Southern Metropolitan,550000.0
3096,Caulfield North,2,u,8.1,,,,,,,Southern Metropolitan,505000.0
3098,Caulfield North,1,u,8.1,,,,,,,Southern Metropolitan,400000.0
3099,Caulfield North,4,h,8.1,4.0,2.0,1.0,810.0,215.0,1915.0,Southern Metropolitan,2170000.0
3101,Caulfield South,3,h,9.3,3.0,2.0,2.0,357.0,144.0,1935.0,Southern Metropolitan,1577500.0
